,total_duration,carbon_emissions,price,type,airline_logo,departure_token
0,1600,,1534,Round trip,https://www.gstatic.com/flights/airline_logos/70px/multi.png,WyJDalJJUjNoeFVEUTNVak42TldOQlEzRkNTV2RDUnkwdExTMHRMUzB0TFhWcWIza3lNa0ZCUVVGQlIxazRXSEZ2UkdKNk0zZEJFZ3BOUlRRek5ueEtURFV3R2dzSXVLNEpFQUlhQTFWVFJEZ2NjTGl1Q1E9PSIsW1siQkVZIiwiMjAyNC0wNS0xMCIsIkRPSCIsbnVsbCwiTUUiLCI0MzYiXSxbIkRPSCIsIjIwMjQtMDUtMTEiLCJITkQiLG51bGwsIkpMIiwiNTAiXV1d
