,total_duration,carbon_emissions,price,type,airline_logo,departure_token
0,1295,,1346,Round trip,https://www.gstatic.com/flights/airline_logos/70px/multi.png,WyJDalJJYTNCU1dFOUdVbkJaU0RoQlJucDRXR2RDUnkwdExTMHRMUzB0TFhWcWFXb3lOa0ZCUVVGQlIxbDFZWFZ2U1ZOTllubEJFZ3BSVWpReU4zeEtURFV3R2dzSStKb0lFQUlhQTFWVFJEZ2NjUGlhQ0E9PSIsW1siQkVZIiwiMjAyNC0wNS0wMSIsIkRPSCIsbnVsbCwiUVIiLCI0MjciXSxbIkRPSCIsIjIwMjQtMDUtMDIiLCJITkQiLG51bGwsIkpMIiwiNTAiXV1d
