,total_duration,carbon_emissions,price,type,airline_logo,departure_token
0,1255,,1457,Round trip,https://www.gstatic.com/flights/airline_logos/70px/EK.png,WyJDalJJUjNoeFVEUTNVak42TldOQlEzRkNTV2RDUnkwdExTMHRMUzB0TFhWcWIza3lNa0ZCUVVGQlIxazRXSEZ2UkdKNk0zZEJFZ3RGU3prMU5IeEZTek14TWhvTENQTHhDQkFDR2dOVlUwUTRISER5OFFnPSIsW1siQkVZIiwiMjAyNC0wNS0xMCIsIkRYQiIsbnVsbCwiRUsiLCI5NTQiXSxbIkRYQiIsIjIwMjQtMDUtMTEiLCJITkQiLG51bGwsIkVLIiwiMzEyIl1dXQ==
