,total_duration,carbon_emissions,price,type,airline_logo,departure_token
0,1670,,1290,Round trip,https://www.gstatic.com/flights/airline_logos/70px/multi.png,WyJDalJJUjNoeFVEUTNVak42TldOQlEzRkNTV2RDUnkwdExTMHRMUzB0TFhWcWIza3lNa0ZCUVVGQlIxazRXSEZ2UkdKNk0zZEJFaEJVU3pneU4zeFVTemcyZkU1SU9Ua3dHZ3NJanU4SEVBSWFBMVZUUkRnY2NJN3ZCdz09IixbWyJCRVkiLCIyMDI0LTA1LTEwIiwiSVNUIixudWxsLCJUSyIsIjgyNyJdLFsiSVNUIiwiMjAyNC0wNS0xMSIsIktJWCIsbnVsbCwiVEsiLCI4NiJdLFsiS0lYIiwiMjAyNC0wNS0xMiIsIkhORCIsbnVsbCwiTkgiLCI5OTAiXV1d
