,da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,legroom,additional_information
0,Beirut-Rafic Al Hariri International Airport,BEY,2024-05-10 22:55,Dubai International Airport,DXB,2024-05-11 03:55,240,Boeing 737,flydubai,https://www.gstatic.com/flights/airline_logos/70px/FZ.png,Economy,FZ 160,30 in,"Average legroom (30 in), Wi-Fi for a fee, Stream media to your device, Carbon emissions estimate: 186 kg"
0,Dubai International Airport,DXB,2024-05-11 07:40,Haneda Airport,HND,2024-05-11 22:35,595,Boeing 777,Emirates,https://www.gstatic.com/flights/airline_logos/70px/EK.png,Economy,EK 312,32 in,"Above average legroom (32 in), Wi-Fi for a fee, In-seat power & USB outlets, On-demand video, Carbon emissions estimate: 673 kg"
