,da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,legroom,additional_information
0,Beirut-Rafic Al Hariri International Airport,BEY,2024-05-10 15:15,Hamad International Airport,DOH,2024-05-10 18:00,165,Airbus A321neo,MEA,https://www.gstatic.com/flights/airline_logos/70px/ME.png,Economy,ME 436,32 in,"Above average legroom (32 in), Wi-Fi for a fee, In-seat USB outlet, On-demand video, Carbon emissions estimate: 166 kg"
0,Hamad International Airport,DOH,2024-05-11 07:15,Haneda Airport,HND,2024-05-11 23:55,640,Boeing 787,JAL,https://www.gstatic.com/flights/airline_logos/70px/JL.png,Economy,JL 50,33 in,"Above average legroom (33 in), Wi-Fi for a fee, In-seat power & USB outlets, On-demand video, Carbon emissions estimate: 665 kg"
