,total_duration,carbon_emissions,price,type,airline_logo,departure_token
0,1295,,1352,Round trip,https://www.gstatic.com/flights/airline_logos/70px/multi.png,WyJDalJJWW1sQk5WcEVkV2R2VEUxQlRGQXRaR2RDUnkwdExTMHRMUzB0TFhWcVozQXhOa0ZCUVVGQlIxazBaa3hKVFdWU1lYRkJFZ3BSVWpReU4zeEtURFV3R2dzSTVKOElFQUlhQTFWVFJEZ2NjT1NmQ0E9PSIsW1siQkVZIiwiMjAyNC0wNS0xMCIsIkRPSCIsbnVsbCwiUVIiLCI0MjciXSxbIkRPSCIsIjIwMjQtMDUtMTEiLCJITkQiLG51bGwsIkpMIiwiNTAiXV1d
