,total_duration,carbon_emissions,price,type,airline_logo,departure_token
0,1230,,1586,Round trip,https://www.gstatic.com/flights/airline_logos/70px/AF.png,WyJDalJJWW1sQk5WcEVkV2R2VEUxQlRGQXRaR2RDUnkwdExTMHRMUzB0TFhWcVozQXhOa0ZCUVVGQlIxazBaa3hKVFdWU1lYRkJFZ3RCUmpVMk5YeEJSakkzTkJvTENQN1dDUkFDR2dOVlUwUTRISEQrMWdrPSIsW1siQkVZIiwiMjAyNC0wNS0xMCIsIkNERyIsbnVsbCwiQUYiLCI1NjUiXSxbIkNERyIsIjIwMjQtMDUtMTAiLCJITkQiLG51bGwsIkFGIiwiMjc0Il1dXQ==
