,total_duration,carbon_emissions,price,type,airline_logo,departure_token
0,975,,1436,Round trip,https://www.gstatic.com/flights/airline_logos/70px/multi.png,WyJDalJJYTNCU1dFOUdVbkJaU0RoQlJucDRXR2RDUnkwdExTMHRMUzB0TFhWcWFXb3lOa0ZCUVVGQlIxbDFZWFZ2U1ZOTllubEJFZ3BSVWpReE9YeEtURFV3R2dzSW9PRUlFQUlhQTFWVFJEZ2NjS0RoQ0E9PSIsW1siQkVZIiwiMjAyNC0wNS0wMSIsIkRPSCIsbnVsbCwiUVIiLCI0MTkiXSxbIkRPSCIsIjIwMjQtMDUtMDEiLCJITkQiLG51bGwsIkpMIiwiNTAiXV1d
